Company,Date Joined,Industry,Country,City,Continent,Year Founded,Funding,Funding_Numeric ($B),Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November),Years to Unicorn,Most Recent Valuation
MobileCoin,2021-07-07,Fintech,United States,San Francisco,North America,2018,$107M,0.107,1,"General Catalyst, Future Ventures, AU21",1.06,"General Catalyst, Future Ventures, AU21",3,1.06
Density,2021-11-10,Hardware,United States,San Francisco,North America,2014,$217M,0.217,1,"Founders Fund, Upfront Ventures, 01 Advisors",1.05,"Founders Fund, Upfront Ventures, 01 Advisors",7,1.05
Instabase,2019-10-21,Data Management And Analytics,United States,San Francisco,North America,2015,$132M,0.132,1,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",1.05,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",4,1.05
Jiuxian,2015-07-30,E-commerce And Direct-to-consumer,China,Beijing,Asia,2009,$250M,0.25,1,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",1.05,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",6,1.05
Matrixport,2021-06-01,Fintech,Singapore,,Asia,2019,$100M,0.1,1,"Dragonfly Captial, Qiming Venture Partners, DST Global",1.05,"Dragonfly Captial, Qiming Venture Partners, DST Global",2,1.05
Mixpanel,2021-11-15,Internet Software And Services,United States,San Francisco,North America,2009,$277M,0.277,1,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",1.05,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",12,1.05
Sendbird,2021-04-06,Mobile And Telecommunications,United States,San Mateo,North America,2013,$221M,0.221,1,"FundersClub, Y Combinator, Tiger Global Management",1.05,"FundersClub, Y Combinator, Tiger Global Management",8,1.05
OrCam Technologies,2018-02-20,Artificial Intelligence,Israel,Jerusalem,Asia,2010,$86M,0.08600000000000001,1,"Intel Capital, Aviv Venture Capital",1.03,"Intel Capital, Aviv Venture Capital",8,1.03
Leap Motor,2018-11-20,Auto And Transportation,China,Hangzhou,Asia,2015,$1B,1.0,1,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",1.01,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",3,1.01
1KMXC,2021-08-30,Hardware,China,Hangzhou,Asia,2014,$86M,0.08600000000000001,1,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",1.0,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",7,1.0
58 Daojia,2015-10-12,Internet Software And Services,China,Beijing,Asia,2014,$300M,0.3,1,"KKR, Alibaba Group, Ping An Insurance",1.0,"KKR, Alibaba Group, Ping An Insurance",1,1.0
Agile Robots,2021-09-09,Hardware,Germany,Munich,Europe,2018,$240M,0.24,1,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",1.0,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3,1.0
Aibee,2021-04-13,Artificial Intelligence,China,Beijing,Asia,2017,$273M,0.273,1,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",1.0,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",4,1.0
Aircall,2021-06-23,Internet Software And Services,United States,New York,North America,2014,$226M,0.226,1,"Balderton Capital, Next World Capital, Draper Esprit",1.0,"Balderton Capital, Next World Capital, Draper Esprit",7,1.0
Ajaib,2021-10-04,Fintech,Indonesia,Jakarta,Asia,2018,$245M,0.245,1,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",1.0,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",3,1.0
Alto Pharmacy,2020-01-30,Health,United States,San Francisco,North America,2015,$524M,0.524,1,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",1.0,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",5,1.0
Amagi,2022-03-16,Internet Software And Services,India,Bengaluru,Asia,2008,$240M,0.24,1,"Mayfield, Accel, Norwest Venture Partners",1.4,"Mayfield, Accel, Norwest Venture Partners",14,1.4
Amount,2021-05-17,Fintech,United States,Chicago,North America,2019,$243M,0.243,1,"Invus Group, Hanaco Venture Capital, WestCap Group",1.0,"Invus Group, Hanaco Venture Capital, WestCap Group",2,1.0
Amperity,2021-07-13,Artificial Intelligence,United States,Seattle,North America,2016,$187M,0.187,1,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",1.0,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",5,1.0
Anyscale,2021-12-07,Artificial Intelligence,United States,Berkeley,North America,2019,$160M,0.16,1,"Andreessen Horowitz, Intel Capital, Foundation Capital",1.0,"Andreessen Horowitz, Intel Capital, Foundation Capital",2,1.0
Aptos,2022-03-15,Internet Software And Services,United States,Palo Alto,North America,2021,$200M,0.2,1,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1.0,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1,1.0
Aqua Security,2021-03-10,Cybersecurity,Israel,Ramat Gan,Asia,2015,$265M,0.265,1,"TLV Partners, Lightspeed Venture Partners, M12",1.0,"TLV Partners, Lightspeed Venture Partners, M12",6,1.0
Assembly,2021-09-21,Internet Software And Services,United States,Culver City,North America,2019,Unknown,0.5504649805447471,1,"Advent International, PSG, Providence Equity Partners",1.0,"Advent International, PSG, Providence Equity Partners",2,1.0
Assent,2022-01-06,"Supply Chain, Logistics, And Delivery",Canada,Ottawa,North America,2010,$534M,0.534,1,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",1.0,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",12,1.0
Augury,2021-10-26,Artificial Intelligence,United States,New York,North America,2011,$294M,0.294,1,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",1.0,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",10,1.0
Axelar,2022-02-15,Internet Software And Services,Canada,Waterloo,North America,2020,$64M,0.064,1,"Lemniscap VC, North Island Ventures, Polychain Capital",1.0,"Lemniscap VC, North Island Ventures, Polychain Capital",2,1.0
Axiom Space,2021-02-16,Other,United States,Houston,North America,2016,$150M,0.15,1,"C5 Capital, Hemisphere Ventures, The Venture Collective",1.0,"C5 Capital, Hemisphere Ventures, The Venture Collective",5,1.0
Banma Network Technologies,2018-09-13,Auto And Transportation,China,Shanghai,Asia,2015,$697M,0.6970000000000001,1,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",1.0,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",3,1.0
BeiBei,2015-01-22,E-commerce And Direct-to-consumer,China,Hangzhou,Asia,2011,$224M,0.224,1,"Banyan Capital, New Horizon Capital, IDG Capital Partners",1.0,"Banyan Capital, New Horizon Capital, IDG Capital Partners",4,1.0
Berlin Brands Group,2021-09-01,E-commerce And Direct-to-consumer,Germany,Berlin,Europe,2005,$800M,0.8,1,"Ardian, Bain Capital",1.0,"Ardian, Bain Capital",16,1.0
Betterfly,2022-02-01,Artificial Intelligence,Chile,Santiago,South America,2018,$205M,0.20500000000000002,1,"QED Investors, DST Global, Endeavor",1.0,"QED Investors, DST Global, Endeavor",4,1.0
BitFury,2018-11-06,Hardware,Netherlands,Amsterdam,Europe,2011,$170M,0.17,1,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1.0,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",7,1.0
BlackBuck,2021-07-22,"Supply Chain, Logistics, And Delivery",India,Bengaluru,Asia,2015,$352M,0.352,1,"Accel, Sands Capital, International Finance Corporation",1.0,"Accel, Sands Capital, International Finance Corporation",6,1.0
Bluecore,2021-08-05,Artificial Intelligence,United States,New York,North America,2013,$238M,0.23800000000000002,1,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",1.0,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",8,1.0
BlueVoyant,2022-02-23,Cybersecurity,United States,New York,North America,2017,$526M,0.526,1,"8VC, Liberty Strategic Capital, Eden Global Partners",1.0,"8VC, Liberty Strategic Capital, Eden Global Partners",5,1.0
bolttech,2021-07-01,Fintech,Singapore,,Asia,2018,$210M,0.21,1,"Mundi Ventures, Doqling Capital Partners, Activant Capital",1.5,"Mundi Ventures, Doqling Capital Partners, Activant Capital",3,1.5
Boom Supersonic,2020-12-16,Other,United States,Englewood,North America,2014,$241M,0.241,1,"WRVI Capital, Caffeinated Capital, Y Combinator",1.0,"WRVI Capital, Caffeinated Capital, Y Combinator",6,1.0
Bringg,2021-06-16,"Supply Chain, Logistics, And Delivery",Israel,Tel Aviv,Asia,2013,$185M,0.185,1,"Salesforce Ventures, next47, Pereg Ventures",1.0,"Salesforce Ventures, next47, Pereg Ventures",8,1.0
C2FO,2019-08-07,Fintech,United States,Leawood,North America,2008,$538M,0.538,1,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",1.0,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",11,1.0
Cadence,2021-12-14,Health,United States,New York,North America,2020,$141M,0.14100000000000001,1,"Thrive Capital, General Catalyst, Coatue Management",1.0,"Thrive Capital, General Catalyst, Coatue Management",1,1.0
CAIS,2022-01-11,Fintech,United States,New York,North America,2009,$406M,0.406,1,"Franklin Templeton, Motive Partners, Apollo Global Management",1.1,"Franklin Templeton, Motive Partners. Apollo Global Management",13,1.1
Cameo,2021-03-30,Internet Software And Services,United States,Chicago,North America,2016,$165M,0.165,1,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",1.0,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",5,1.0
Capsule,2021-04-28,Health,United States,New York,North America,2016,$570M,0.5700000000000001,1,"Thrive Capital, Durable Capital Partners, G Squared",1.0,"Thrive Capital, Durable Capital Partners, G Squared",5,1.0
CargoX,2021-10-21,"Supply Chain, Logistics, And Delivery",Brazil,Sao Paulo,South America,2015,$390M,0.39,1,"Valor Capital Group, Lightrock, Softbank Group",1.0,"Valor Capital Group, Lightrock, Softbank Group",6,1.0
Carro,2021-06-14,E-commerce And Direct-to-consumer,Singapore,,Asia,2015,$595M,0.595,1,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",1.0,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",6,1.0
Carson Group,2021-07-14,Fintech,United States,Lincoln,North America,2012,Unknown,0.5504649805447471,1,Bain Capital,1.0,Bain Capital,9,1.0
CHEQ,2022-02-22,Cybersecurity,United States,New York,North America,2014,$182M,0.182,1,"Battery Ventures, Tiger Global Management, Hanaco Ventures",1.0,"Battery Ventures, Tiger Global Management, Hanaco Ventures",8,1.0
Chronosphere,2021-10-07,Data Management And Analytics,United States,New York,North America,2019,$254M,0.254,1,"Greylock Partners, Lux Capital, General Atlantic",1.0,"Greylock Partners, Lux Capital, General Atlantic",2,1.0
Cider,2021-09-02,E-commerce And Direct-to-consumer,Hong Kong,,Asia,2020,$140M,0.14,1,"Andreessen Horowitz, DST Global, IDG Capital",1.0,"Andreessen Horowitz, DST Global, IDG Capital",1,1.0
Clara,2021-12-06,Fintech,Mexico,Mexico City,North America,2020,$109M,0.109,1,"DST Global, General Catalyst, Monashees+",1.0,"DST Global, General Catalyst, Monashees+",1,1.0
Clearcover,2021-04-13,Fintech,United States,Chicago,North America,2016,$305M,0.305,1,"American Family Ventures, Cox Enterprises, OMERS Ventures",1.0,"American Family Ventures, Cox Enterprises, OMERS Ventures",5,1.0
CommerceIQ,2022-03-21,Artificial Intelligence,United States,Palo Alto,North America,2012,$196M,0.196,1,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",1.0,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",10,1.0
Contrast Security,2021-11-09,Cybersecurity,United States,Los Altos,North America,2014,$269M,0.269,1,"Acero Capital, General Catalyst, M12",1.0,"Acero Capital, General Catalyst, M12",7,1.0
Darwinbox,2022-01-25,Internet Software And Services,India,Hyderabad,Asia,2015,$107M,0.107,1,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",1.0,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",7,1.0
Dental Monitoring,2021-10-21,Health,France,Paris,Europe,2014,$232M,0.232,1,"Vitruvian Partners, Merieux Equity Partners, Straumann",1.0,"Vitruvian Partners, Merieux Equity Partners, Straumann",7,1.0
DianRong,2017-08-02,E-commerce And Direct-to-consumer,China,Shanghai,Asia,2012,$549M,0.549,1,"Standard Chartered, FinSight Ventures, Affirma Capital",1.0,"Standard Chartered, FinSight Ventures, Affirma Capital",5,1.0
Drata,2021-11-08,Cybersecurity,United States,San Diego,North America,2020,$128M,0.128,1,"Cowboy Ventures, Leaders Fund, GGV Capital",1.0,"Cowboy Ventures, Leaders Fund, GGV Capital",1,1.0
DriveNets,2021-01-27,Internet Software And Services,Israel,Ra'anana,Asia,2015,$325M,0.325,1,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2.5,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",6,2.5
Dune Analytics,2022-02-02,Data Management And Analytics,Norway,Oslo,Europe,2018,$79M,0.079,1,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",1.0,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",4,1.0
Dxy.cn,2018-04-10,Health,China,Hangzhou,Asia,2000,$682M,0.682,1,"Tencent Holdings, DCM Ventures",1.0,"Tencent Holdings, DCM Ventures",18,1.0
EBANX,2019-10-16,Fintech,Brazil,Curitiba,South America,2012,$460M,0.46,1,"FTV Capital, Endeavor",1.0,"FTV Capital, Endeavor",7,1.0
EcoFlow,2021-06-10,Hardware,China,Shenzhen,Asia,2017,$105M,0.105,1,"Delian Capital, China International Capital Corporation, Sequoia Capital China",1.0,"Delian Capital, China International Capital Corporation, Sequoia Capital China",4,1.0
Electric,2022-03-29,Cybersecurity,United States,New York,North America,2016,$209M,0.209,1,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",1.0,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",6,1.0
Emerging Markets Property Group,2020-04-28,Other,United Arab Emirates,Dubai,Asia,2015,$279M,0.279,1,"OLX Group, KCK Group, EXOR Seeds",1.0,"OLX Group, KCK Group, EXOR Seeds",5,1.0
Esusu,2022-01-27,Fintech,United States,New York,North America,2015,$145M,0.145,1,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",1.0,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",7,1.0
Evidation,2021-03-22,Health,United States,San Mateo,North America,2012,$259M,0.259,1,"B Capital Group,, GE Ventures, McKesson Ventures",1.0,"B Capital Group,, GE Ventures, McKesson Ventures",9,1.0
Expel,2021-11-18,Cybersecurity,United States,Herndon,North America,2016,$258M,0.258,1,"Paladin Capital Group, Greycroft, Scale Venture Partners",1.0,"Paladin Capital Group, Greycroft, Scale Venture Partners",5,1.0
Fabric,2021-10-26,"Supply Chain, Logistics, And Delivery",United States,New York,North America,2015,$294M,0.294,1,"Innovation Endeavors, Aleph, Temasek",1.5,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",6,1.5
Fabric,2021-10-26,"Supply Chain, Logistics, And Delivery",United States,New York,North America,2015,$294M,0.294,1,"Innovation Endeavors, Aleph, Temasek",1.0,"Innovation Endeavors, Aleph, Temasek",6,1.0
Feedzai,2021-03-24,Artificial Intelligence,United States,San Mateo,North America,2009,$277M,0.277,1,"Global Founders Capital, Shea Ventures, Greycroft",1.0,"Global Founders Capital, Shea Ventures, Greycroft",12,1.0
Fever Labs,2022-01-26,Internet Software And Services,United States,New York,North America,2012,$299M,0.299,1,"Accel, 14W, GS Growth",1.0,"Accel, 14W, GS Growth",10,1.0
Fiture,2021-04-14,Health,China,Chengdu,Asia,2019,$391M,0.391,1,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",1.0,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2,1.0
FLASH,2022-03-16,Fintech,United States,Austin,North America,2011,$314M,0.314,1,"L Catterton, Trellis Partners, Vista Equity Partners",1.0,"L Catterton, Trellis Partners, Vista Equity Partners",11,1.0
Flash Express,2021-02-01,"Supply Chain, Logistics, And Delivery",Thailand,Bangkok,Asia,2017,$350M,0.35000000000000003,1,"SCB 10X, Krungsri Finnovate, eWTP Capital",1.0,"SCB 10X, Krungsri Finnovate, eWTP Capital",4,1.0
FlashEx,2018-08-27,"Supply Chain, Logistics, And Delivery",China,Beijing,Asia,2014,$359M,0.359,1,"Prometheus Capital, Matrix Partners China, JD Capital Management",1.0,"Prometheus Capital, Matrix Partners China, JD Capital Management",4,1.0
Fractal Analytics,2022-01-05,Data Management And Analytics,India,Mumbai,Asia,2000,$685M,0.685,1,"TPG Capital, Apax Partners, TA Associates",1.0,"TPG Capital, Apax Partners, TA Associates",22,1.0
Freshbooks,2021-08-10,Fintech,Canada,Toronto,North America,2004,$156M,0.156,1,"Accomplice, Oak Investment Partners, Georgian Partners",1.0,"Accomplice, Oak Investment Partners, Georgian Partners",17,1.0
FXiaoKe,2015-07-02,Mobile And Telecommunications,China,Beijing,Asia,2011,$283M,0.28300000000000003,1,"IDG Capital, Northern Light Venture Capital, DCM Ventures",1.0,"IDG Capital, Northern Light Venture Capital, DCM Ventures",4,1.0
Gauntlet Networks,2022-03-07,Fintech,United States,New York,North America,2018,$45M,0.045,1,"Polychain Capital, Paradigm, Ribbit Capital",1.0,"Polychain Capital, Paradigm, Ribbit Capital",4,1.0
Geek+,2018-11-21,Hardware,China,Beijing,Asia,2015,$439M,0.439,1,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2.0,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",3,2.0
Gelato,2021-08-16,E-commerce And Direct-to-consumer,Norway,Oslo,Europe,2007,$269M,0.269,1,"Greylock Partners, Google Ventures, BlackRock",1.0,"Greylock Partners, Google Ventures, BlackRock",14,1.0
Glia,2022-03-21,Fintech,United States,New York,North America,2012,$152M,0.152,1,"Wildcat Capital Management, Insight Partners, Tola Capital",1.0,"Wildcat Capital Management, Insight Partners, Tola Capital",10,1.0
GO1,2021-07-19,Internet Software And Services,Australia,Brisbane,Oceania,2015,$284M,0.28400000000000003,1,"Y Combinator, M12, SEEK",1.0,"Y Combinator, M12, SEEK",6,1.0
Groq,2021-04-14,Artificial Intelligence,United States,Mountain View,North America,2016,$362M,0.362,1,"TDK Ventures, Social Capital, D1 Capital Partners",1.0,"TDK Ventures, Social Capital, D1 Capital Partners",5,1.0
Hailo,2021-10-12,Artificial Intelligence,Israel,Tel Aviv,Asia,2017,$221M,0.221,1,"Glory Ventures, Maniv Mobility",1.0,"Glory Ventures, Maniv Mobility",4,1.0
Haomao.AI,2021-12-22,Artificial Intelligence,China,Beijing,Asia,2019,$157M,0.157,1,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",1.0,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2,1.0
Hasura,2022-02-22,Internet Software And Services,India,Bengaluru,Asia,2017,$137M,0.137,1,"Nexus Venture Partners, Vertex Ventures, STRIVE",1.0,"Nexus Venture Partners, Vertex Ventures, STRIVE",5,1.0
HAYDON,2021-09-24,Consumer And Retail,China,Shanghai,Asia,2020,$100M,0.1,1,"Tencent Holdings, Hillhouse Capital Management",1.0,"Tencent Holdings, Hillhouse Capital Management",1,1.0
Heyday,2021-11-16,E-commerce And Direct-to-consumer,United States,Chicago,North America,2017,$800M,0.8,1,"Khosla Ventures,General Catalyst, Victory Park Capital",1.0,"Khosla Ventures,General Catalyst, Victory Park Capital",4,1.0
HMD Global,2018-05-21,Mobile And Telecommunications,Finland,Espoo,Europe,2016,$330M,0.33,1,Ginko Ventures,1.0,Ginko Ventures,2,1.0
Hotmart,2020-03-17,E-commerce And Direct-to-consumer,Netherlands,Amsterdam,Europe,2011,$127M,0.127,1,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",1.0,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",9,1.0
Huike Group,2018-05-24,Edtech,China,Beijing,Asia,2010,$302M,0.302,1,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",1.0,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",8,1.0
Human Interest,2021-08-04,Fintech,United States,San Francisco,North America,2015,$337M,0.337,1,"Wing Venture Capital, Slow Ventures, Uncork Capital",1.0,"Wing Venture Capital, Slow Ventures, Uncork Capital",6,1.0
Ibotta,2019-08-06,Fintech,United States,Denver,North America,2011,$93M,0.093,1,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",1.0,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",8,1.0
iCarbonX,2016-04-12,Artificial Intelligence,China,Shenzhen,Asia,2015,$200M,0.2,1,"Tencent, Vcanbio",1.0,"Tencent, Vcanbio",1,1.0
InFarm,2021-12-16,Other,Germany,Berlin,Europe,2013,$600M,0.6,1,"Atomico, Hanaco Venture Capital, TriplePoint Capital",1.0,"Atomico, Hanaco Venture Capital, TriplePoint Capital",8,1.0
Infobip,2020-07-30,Mobile And Telecommunications,Croatia,Vodnjan,Europe,2006,$200M,0.2,1,One Equity Partners,1.0,One Equity Partners,14,1.0
Injective Protocol,2021-04-20,Fintech,United States,New York,North America,2018,$17M,0.017,1,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1.0,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3,1.0
Intellifusion,2019-03-22,Artificial Intelligence,China,Shenzhen,Asia,2014,$173M,0.17300000000000001,1,"BOC International, TopoScend Capital, Hongxiu VC",1.0,"BOC International, TopoScend Capital, Hongxiu VC",5,1.0
Interos,2021-07-22,Fintech,United States,Arlington,North America,2005,$135M,0.135,1,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",1.0,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",16,1.0
Iodine Software,2021-12-01,Data Management And Analytics,United States,Austin,North America,2010,Unknown,0.5504649805447471,1,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",1.0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",11,1.0
JoyTunes,2021-06-21,Edtech,Israel,Tel Aviv,Asia,2011,$92M,0.092,1,"Genesis Partners, Aleph, Insight Partners",1.0,"Genesis Partners, Aleph, Insight Partners",10,1.0
Kendra Scott,2016-12-21,Consumer And Retail,United States,Austin,North America,2002,Unknown,0.5504649805447471,1,"Berkshire Partners, Norwest Venture Partners",1.0,"Berkshire Partners, Norwest Venture Partners",14,1.0
Kitopi,2021-07-01,"Supply Chain, Logistics, And Delivery",United Arab Emirates,Dubai,Asia,2018,$504M,0.504,1,"CE-Ventures, BECO Capital, Nordstar",1.55,"CE-Ventures, BECO Capital, Nordstar",3,1.55
KnowBox,2019-05-30,Edtech,China,Beijing,Asia,2014,$306M,0.306,1,"TAL Education Group, Legend Star, Alibaba Group",1.0,"TAL Education Group, Legend Star, Alibaba Group",5,1.0
Kopi Kenangan,2021-12-27,Consumer And Retail,Indonesia,Jakarta,Asia,2017,$333M,0.333,1,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",1.0,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",4,1.0
Lamabang,2015-03-06,E-commerce And Direct-to-consumer,China,Shenzhen,Asia,2011,$130M,0.13,1,"5Y Capital, Matrix Partners China, K2VC",1.0,"5Y Capital, Matrix Partners China, K2VC",4,1.0
LayerZero Labs,2022-03-30,Internet Software And Services,United States,New York,North America,2021,$143M,0.14300000000000002,1,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1.0,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1,1.0
Lessen,2021-11-30,Internet Software And Services,United States,Scottsdale,North America,2019,$205M,0.20500000000000002,1,"Khosla Ventures, General Catalyst, Navitas Capital",1.0,"Khosla Ventures, General Catalyst, Navitas Capital",2,1.0
LetsGetChecked,2021-06-07,Health,Ireland,Dublin,Europe,2015,$263M,0.263,1,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1.0,"Optum Ventures, Qiming Venture Partners, Transformation Capital",6,1.0
Licious,2021-10-05,E-commerce And Direct-to-consumer,India,Bengaluru,Asia,2015,$489M,0.489,1,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",1.0,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",6,1.0
LinkDoc Technology,2018-07-05,Health,China,Beijing,Asia,2014,$253M,0.253,1,"China Investment Corporation, New Enterprise Associates",1.0,"China Investment Corporation, New Enterprise Associates",4,1.0
Locus Robotics,2021-02-17,Hardware,United States,Wilmington,North America,2014,$299M,0.299,1,"Scale Venture Partners, Bond, Tiger Global Management",1.0,"Scale Venture Partners, Bond, Tiger Global Management",7,1.0
Lookout,2013-10-10,Cybersecurity,United States,San Francisco,North America,2007,$282M,0.28200000000000003,1,"Accel Partners, Greylock Partners, Lowercase Capital",1.0,"Accel Partners, Greylock Partners, Lowercase Capital",6,1.0
Lydia,2021-12-08,Fintech,France,Paris,Europe,2011,$263M,0.263,1,"NewAlpha, XAnge Private Equity, Tencent Holdings",1.0,"NewAlpha, XAnge Private Equity, Tencent Holdings",10,1.0
MadeiraMadeira,2021-01-07,E-commerce And Direct-to-consumer,Brazil,Parana,South America,2009,$336M,0.336,1,"Flybridge Capital Partners, SoftBank Group, Monashees+",1.0,"Flybridge Capital Partners, SoftBank Group, Monashees+",12,1.0
Maimai,2017-11-15,Mobile And Telecommunications,China,Beijing,Asia,2013,$300M,0.3,1,"Morningside Venture Capital, IDG Capital, DCM Ventures",1.0,"Morningside Venture Capital, IDG Capital, DCM Ventures",4,1.0
Mammoth Biosciences,2021-09-09,Health,United States,Brisbane,North America,2017,$265M,0.265,1,"NFX, Plum Alley, Mayfield",1.0,"NFX, Plum Alley, Mayfield",4,1.0
Masterworks,2021-10-05,Fintech,United States,New York,North America,2017,$110M,0.11,1,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1.0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",4,1.0
Maven Clinic,2021-08-17,Health,United States,New York,North America,2014,$202M,0.202,1,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1.0,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",7,1.0
MediaMath,2018-07-10,Internet Software And Services,United States,New York,North America,2007,$325M,0.325,1,"Silicon Valley Bank, QED Investors, European Founders Fund",1.0,"Silicon Valley Bank, QED Investors, European Founders Fund",11,1.0
Meero,2019-06-18,Artificial Intelligence,France,Paris,Europe,2016,$293M,0.293,1,"Aglae Ventures, Global Founders Capital, Alven Capital",1.0,"Aglae Ventures, Global Founders Capital, Alven Capital",3,1.0
Mensa Brands,2021-11-16,Other,India,Bengaluru,Asia,2021,$218M,0.218,1,"Accel, Falcon Edge Capital, Norwest Venture Partners",1.0,"Accel, Falcon Edge Capital, Norwest Venture Partners",0,1.0
Mia.com,2015-09-08,E-commerce And Direct-to-consumer,China,Beijing,Asia,2011,$232M,0.232,1,"Sequoia Capital China, ZhenFund, K2 Ventures",1.0,"Sequoia Capital China, ZhenFund, K2 Ventures",4,1.0
Minio,2022-01-26,Data Management And Analytics,United States,Palo Alto,North America,2014,$126M,0.126,1,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",1.0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",8,1.0
Mobvoi,2017-04-06,Consumer And Retail,China,Beijing,Asia,2012,$252M,0.252,1,"Sequoia Capital China, SIG Asia Investments, ZhenFund",1.0,"Sequoia Capital China, SIG Asia Investments, ZhenFund",5,1.0
